msno,city,bd,gender,registered_via,registration_init_time,expiration_date
kAqswmNA4BcRZuCrn601nwil/bJq/GoO7Y/EVRVAVhI=,3,35,female,3,20150716,20161111
gEAGigzIn2E4+zxyGdbjqqfnVZP27H0OSwDinM123HU=,22,2,male,9,20150118,20170930
LfOBxngt14oVxS27mAcA/UzNWpdM/CrQqh70NUG911Q=,5,19,male,3,20150319,20170904
TZ71PeSF8sJf5OPz7FSiLxlqpNmJ7BZnW/r2lmyY4FM=,4,25,female,3,20120625,20120702
LKgeXrQ/i6LOWZOHrzk1bmWA7OeY1ovF9rmzmgdY46s=,15,22,female,3,20120718,20171028
jZT8GCxphSuw5u/3Dpxpd5cZDeTddnyGnG3R0ZVBnvg=,14,30,female,7,20101125,20171002
ytDrCpg3APhJz3lScwvMZqZTYZ3fOIoyoAf3cNDqJMs=,1,0,,9,20150621,20170921
RoRDXLi6IPtroD1OVZUlUVkB4vrOru2VGYWqqTMto2o=,1,0,,4,20151112,20151115
R9rBgkTYPl03yWiD/F/kT8YZ3Jxgu5/FcuOAsm1xbHs=,1,0,,4,20160107,20161110
nGNt0huNRIKmHPJ57BT4I+f7wq1Sr+c2BgdwLiHtL8E=,13,25,male,9,20110520,20171027
e87dXXb2mMJG584AyeWv+eJPRHEfaDvu7ZYR6TqX0uA=,1,0,,4,20160322,20170716
VBaOcAsobj4yceuciAN3xcCW8YMfutshi1l2e+8w7lY=,1,0,,9,20150122,20170812
j2bE2hD2NevFpP2SweucQm3moBdk7gGAXMIzuuvY38Y=,1,0,,4,20170227,20170302
78E9Ht6TiAekaOVol3C2PoA7VchFUKII51Tp1dMvkww=,13,0,,9,20150910,20171109
YvyH+ZdqBhyGfQPyQS+tIWGwYOn4g/Vb1WkolexVfeo=,1,0,,4,20160222,20160225
jfyqihbMsuXBylHnZorZIwi12sCw4UUU+TcmI2TBpTQ=,1,0,,7,20151219,20170919
gaYdxoXSGQvFL9Uqb6QB7uPxyS/ITYM/TO7nbZd+8nI=,5,26,female,9,20120605,20170918
iu3qBIwMJIbGZwJqE+RbXv2nlE2KfjcH6GuldbNg6UI=,11,33,female,9,20061208,20131210
JyErjNfzFwj+Wu64LnpymWowTbaf2n/Xmz/EztYG0eo=,13,0,,7,20131226,20170501
Fx2ZL4cdzlaxn1WOgqLSPevk0zNqAwidku68yb51Ezw=,4,19,male,7,20150901,20170916
6QrBX5Db60PiwhRCedigyEDt7iuWtSWgOuyE/G+66ZA=,5,24,female,9,20060331,20170926
TiUsYN3oqwYioWB8rycRWHTPmWaq/rVX0UbYh8QpZ5Q=,1,0,,4,20160318,20161108
L+5bpBfapgPhtiVliPhp1Oi1OGyckxtZUxEXGMtlqDE=,5,24,male,3,20130604,20170930
LvTqmbVzbFvg6LbkaUFSPKWrtgvFkSCXf8s8gjrYwNI=,1,0,,4,20160828,20160831
CNyFs15vL1UZ8I/szxpbmy9ztN9CNd1z8W+M5CIr1ts=,1,0,,7,20151219,20170918
harwLPMC3D1RJNg++B2ncqpAK4gdhKeepMCxDv9cKP8=,1,0,,7,20160114,20170914
HMl2/E4zA8uRpBjj2nK2j5OHpulW7otTGrLo3ajRbW8=,6,21,female,9,20090329,20171001
EUm+wJJ9ZZOw8uhsXzfHUC9AhMmj8myNUD74xASme4s=,1,0,,4,20160219,20160222
U9Z+N+szYGJHTPMn/C0V7yIyIC24fDI0RDRWChXATkg=,13,24,female,7,20160418,20170917
eu2uud5M9aabg1Uu82f4ITjb8lnsa1BXKugfkLov3II=,15,24,male,4,20151011,20171014
Hfm2zCR5v3+Aaggd5XqSqF3zBcmet5I5dihizZ4A81Q=,1,0,,7,20151009,20170821
nntqnWxY1xc8fR7d6ETV5mO/OZafaRjxqujqQQQPHVI=,13,30,female,9,20111022,20180129
JoGt+PgRGKHAhTQnaRqQygBWdDwGE6gdPbeGiGP4/Lc=,1,0,,7,20130807,20171001
OpETxCCwWpLgcku7X9FFkafHsrwSsUlBTw3q4eTM2I4=,4,34,female,9,20111003,20171002
MrJNgT9DBXZY3piygTFME0znoMv30sHJPssUQtQUCEU=,4,24,female,3,20130227,20170815
TaERzZR2ic5zdpdKc1/0Eucu0ftV1/D3YhDbEaH6Ppc=,1,0,,7,20130329,20170920
SGyb/o6gsCMn7mS1EPCbZoM8IwHf9QKOS40P2a1RQhU=,4,0,female,9,20150821,20170705
5pKUd5MJ9jU81lD9Fx9IV0emQD7m/PTrKSRx/e2QKlA=,13,23,male,9,20070909,20170922
ssjC+38NSsRa2vSovpd7PaU+Bp/lX+JbDJ6o5/WqEvA=,1,0,,7,20130618,20170912
HSXcABexgkQXwnBi1+FWgBiWaJozNu1fMm/QZ/GliR0=,1,0,,7,20160221,20170921
MwWyxkOSQWBkqmjSB5xZajjPFs5ItHbNXY4qn/AERkw=,10,19,female,9,20101120,20170618
T+qKTlJGOe0tfcg+v4TzOkFeCHg/7AFN+ZFnufnGfZY=,1,0,,7,20110123,20170208
eIXB1Mp6L2zaaxCtzfdG0GL3CnTzsEwhAqI+BrDP0bA=,17,18,male,7,20130525,20170930
DdhTrTHRb+uLy4cCvqPsAdxs9jyaTWjxu4y6tQsFOtU=,15,54,female,9,20111225,20170915
VmVNLJQRDxLsfXpE9ViQWm/H7P/gB/sjye6tdBBwf9s=,5,36,female,9,20150706,20171009
qgWmVfRdAZRlyJBuvdOEf4lxF1OVMpylVWT2aS3scsU=,15,37,male,9,20110702,20171008
EB2/oHHMbHWUsCuS3vjHLknly8hpx+3v6iUyO2URXQI=,22,24,female,4,20151028,20171013
4TIGfw6zFKaVViK/xPtav7TxiYI4JZDyEb2MPY3g1PQ=,1,0,,4,20160531,20160603
4InKHFMELFgl1RphxVdtZ27q/LZM4UrYJl3NVrGb3T0=,15,30,male,9,20100909,20171015
Io8IiIl4b7eiROs5HDRmQjUwkBF26BSiJk9Cb8v3dvo=,1,0,,7,20150511,20170912
ZtXhM2kj9zcNA57F6qLD6mKOrA78+5o/OmWmFKimvG0=,1,0,,4,20170207,20170210
W30MtdCWtu8FZGGZIQ14yT+I0iUxaqEZ3AJPUW3VfYk=,22,22,female,9,20141018,20180406
H1E1X4LG0U4LnNs4qdYGB2T3Ve7v8jSBYIRRatvJUPM=,1,0,,4,20170110,20170113
iosomHIb5+/63MTQobwxoR1vzqN/ljBGpm4uQevBOeg=,14,40,female,9,20051022,20170919
IYaEoU9WU5mGw6BH0vtgw4ynUHPGswTHrdLJD2OcX88=,1,0,,7,20100420,20170908
AEp2lzdXR5cH5yQJNYubd+ARPkEgikRg6rJnQIEogsE=,22,25,male,7,20141216,20170917
6rhv7ir/JYJQE5EVZSL7VrhQcfQn272XPrmHw478mcQ=,1,0,,4,20170205,20170208
yOeegMaxyCdswbiiauxTuOM8An8eulsQfdPAffNA9DE=,15,34,male,9,20111111,20180123
i2UvXe+9Oxh2YEX+3gseUScwwORIp1kCi0NXD7tNrew=,4,25,female,7,20121215,20171005
BDQn2/7IvDRYUCYxkDojCQKXFtIqpd9d+w5564wFmgA=,1,0,,4,20160927,20160930
Ja7NqS5pZ40Qenvv1npPPypb9bh99TBd09N3K+DUodk=,1,0,,4,20170221,20170224
HaxbY8Co2GV+JJoCjb0wW97S+SiTG/EY1i8sYEXU3ko=,1,0,,4,20161225,20161228
Nxg1NKECOjEow3idnHvwYDG4PQDHatEtvut8tVVFF/s=,6,0,,9,20140712,20170306
WRFqyK8AmV9USPg5G7C+M/l0vEMWnd7IHAoqAqwjKCE=,1,35,female,3,20140922,20171005
39p7RSZy4eKARnyGFXLvUMFtjl8U6Pb1HS6xkW7InqE=,13,27,male,9,20111124,20170720
kxnvEqfmOGg9odQGhAv4kbfbtBXH7JOZXT0U/S0gHzw=,12,38,female,9,20071010,20171005
xPDQ8Tz203WAKiOaMU4Frv9uc9WYdVXrGjhJ99SBdTY=,12,0,,7,20151007,20180920
rhYm1D0Hox6AkU950ecNdYcWWKkYpT47caI1rCBD+VE=,17,0,,9,20141120,20180421
OLeskcFfyOuaiI7nsBaiXCSVcKPDpuu8LECfcePxR6Q=,15,0,,3,20131211,20171027
ambu2AP+WY9OglYxRTp0kXQlYtpd0QS/YMRMiddlXyA=,1,0,,7,20131223,20170922
q7biTDzxGRmZAGi3V/Rlbo2T1tanYnJLBmoWh9QGsec=,1,0,,4,20160816,20161203
2uDpN918cRK7r/VJ5/z71rImJN2UH3SzWu32BRwsZCc=,1,17,female,4,20151127,20151130
py6Klyqzwd88aAUkh7THPWMTsBIV8CwsKxt4WIw+v6w=,18,19,female,9,20111012,20180929
7VzSlva0ZIQfLa6DeqKQ+A8aI7Ym5QITfE/WWxzwfzc=,13,27,male,9,20130626,20170926
ONe7UUv04Ot0eBdWIvhd1fIA8uMGUfdWbF4oyYMIKvY=,1,0,,7,20160326,20170930
OtoN9o6WYB5Ua/K8Dhd3Mlb92ZPdpkCcdXL7wwVMAnU=,16,20,male,7,20160117,20170916
Cpzffb7j2WsuZD//nMx+JifSz2loaTPZgwvmU+/wRqI=,1,0,,4,20160105,20160108
RhMbbakmLxmKkXQ5yYmHvIlhKhcydTqBnXHHz0ZufRc=,5,22,female,3,20130625,20170814
lyucTFg3pE+SFfuNyN9/7BDqHVK93HsZ4LPsqnDwCwQ=,13,16,male,4,20151217,20170925
yr4Js/oHpie20wE7KYmky4KEmn3UZd9C8DsTPaDG2CY=,1,0,,7,20110525,20170830
kLH5qh6tPFsLqTJ07jdM7TgyY3e3uc1FYwbX0OZWeQk=,22,55,male,4,20160419,20170618
lSFNlh60s8fWFU0a4ejsXDmo7mfMrEdRkLPP8jjJRQU=,5,41,male,9,20090411,20170911
z17W0vpuLa7lJgjYUU6eFzgY0SRzIL3NMiID2uC90vU=,1,0,,4,20160601,20160604
cpmj7XWvLjbG1eVAv266hbAFSKx7FSfFtgLseS5LY4M=,13,23,male,9,20131115,20170320
7xrM4Ezrct6dmoGPT4FIuNWOz42aQFGCT5nJI3ZJ3is=,12,31,male,7,20131224,20170902
YhGjFjplZ8C7uOcNi9vpC+ggsDgnR1aZg8KjlxJtOoQ=,1,0,,4,20161227,20161230
oirody8KxfKwVY8Y5wF4D5Z5oXp6b0Ehi78RklV7joM=,1,0,,4,20161208,20161211
11Br/xCFuldUGHACXr16CD41pEOIGIuy3q3p8cAQ+Ws=,1,0,,4,20170121,20170124
skwrgbpj+eQfci0rC6qWGBnvNo/AzPKmCtkjhz3HIOE=,1,0,,4,20170210,20170213
uH2VWyYNp+DecWdeh+aywCSfwVWLj7NGS9vTx5Vhibk=,15,22,male,9,20161218,20170729
Evp8+ecC+UR+LrHOhSk6hGyaAkAjV3is0xp2WICfc8M=,1,0,,4,20161113,20161120
KCcM3xD6fVYIDpP/v6a++L7x7OaEzthUQDsUagkzxGw=,1,0,,4,20160130,20160904
6v5+L55rU1oM5dj+I6ulgLSicc0Vq1mxDpOpgK3EJRg=,1,0,,7,20160210,20170909
xyxz9lf8ipoxELeDLlazmHVZHE1ZYqE6iwfJWkH3Ojc=,1,0,,7,20120117,20171004
jIswSil2gcZBbZ+P5isDzqT1JnVv/U8yal1p1UOyUc8=,5,28,female,9,20150130,20171006
x4gxl9T3XPD5XkTKAQornsHFBnDK5pZoSIAfUYQMxos=,13,0,,3,20120706,20180628
etq8QudYxGdAMf+/E97L5Keh5WwHMDjBXUPqLtePhP8=,5,39,male,9,20100505,20171007
kJTiR7qexamZlCyPNrGoRpI17vuswnw0e7kngDAR0x4=,22,23,female,9,20110125,20171004
Ad/SikGOeQqRRA0JrxnczZG1IRlK3gbrFDY+TDBFjh0=,1,0,,7,20131226,20170920
PINV6dua2qHSWF+RNl9i8o3pi99hih1on5X772MZbQo=,5,25,male,7,20140102,20171006
c/psxvgO92sHAis8cXasKoe0l/h+3625tvoEVf/a1jU=,15,0,,9,20141004,20170204
+boPBM5G5+vAfbO6zTy7A2FrVQyl91aBPGHkQ6ciNYc=,6,23,male,3,20140104,20171012
V3KDdi9jEtl9DR5TC+K+/W8FiY8YhfJJZK02/RSnRrc=,1,0,,7,20131206,20170919
N9u0iiKsqZYNdmI12834pcyIc7xkifUUHyrb69T0jaU=,13,18,male,3,20150501,20170915
QYvOo0RHT+vLWFj7lTNaHMjfZdtb7W2Ovo7J+3cJ5k0=,6,33,male,3,20130326,20180204
7l3cRaqvcKOps5r0tqsBQJN4uN3D3vl6gLT087QGKWg=,18,25,male,4,20151015,20171030
9iN/oJXW+Z0cDBCsUwzZDFqsbWH7tXMDyNtcJy8mwWc=,1,0,,4,20170121,20170124
W27TLs9cVIbpyiFTabnfwZMG1w3HTdchUleZC7qZqGI=,1,0,,4,20161112,20161119
DVqKU7PPIvcxBwT+0noQR/zonzomIR5WpkRs/9SfsYs=,1,0,,4,20161204,20161207
1/uK4OJzfEA/uhZFmBwCq9sutKhvYvHP3dp8pCChJN4=,1,0,,7,20160313,20171011
xsh70pKoXNOgZ1QK1TKuhw/CUS+pIEPrU/DSXCxHhCI=,1,0,,4,20160311,20161106
3UkqFQP6msSDm9XbS2oS6S1SlNuQNz92/JH9YN+uSqI=,6,23,female,7,20160217,20170917
jJvUBT3Qs53VQSQi540tKD5+l7xHeNtL4Gl5InVtA6A=,5,26,male,3,20150110,20170914
qhgte2ruQXH3BiSw6ZxzgWEt+NCNXlyytjQG4H3iRuQ=,1,0,,7,20151023,20170924
6xHjGVHyGCWdBTpF5eifgQKSMHVSmR9yy3sOkROP9jk=,1,0,,7,20160304,20171001
XwShd1+FlxhyQHfDaxCPrUbsZRtDDWYLq+diYY7hOmY=,1,0,,7,20150322,20161125
ca1n7WsGdWJpnHycIhgOkzVI9XLJJ1aZ08Zklh/8HAo=,1,0,,7,20150722,20171022
a5YUJT3jy2MdqMFUIvE50TLABBoj98wuzEeAeAAPLL8=,22,0,,9,20110210,20170924
5tRam17gLP6SzVEizevM+WdSBoBd8mLORmccsD9dXnE=,4,32,male,3,20150223,20170918
9XhV9TVNcFXZbAVlZYxxep6SGMfIQmnfsE1gsKYsuX0=,1,0,,7,20160203,20171003
9W3H03cHeMdJHFt3ziY6ryLQBHiA/g397PzMaG4h1QQ=,22,73,female,9,20090622,20170926
KnFCcGTvzu/Lxh3kgKUcgn5BYLLjftxfgRfplzUphXM=,1,0,,4,20151109,20151112
ljEg518i+TIvyW/5SCSWBJSIohe8yBmjLdaOLdtXzH4=,18,17,female,4,20160116,20170816
E1YMYAZ2DIOE0/jDKEqt0dFETq2j/KqQAeJ8fDwscl4=,1,0,,4,20160329,20170909
5qUfdDPRmsPlbczRDXHc2WHNE984GTltnJLI+0KHSLg=,1,0,,7,20160604,20171003
SnvB9Tp9waUiy6CNmKI2cxMZeBmh87FbekMD0PtQlh0=,4,20,female,3,20150817,20150824
QXzD7GEwDuFJbYD7FQOMMIAHDXhbnYdRlf2kBEgd/0Y=,6,22,male,3,20150515,20170617
rlhKVcKNDKfFd8jOv5+eYsQn6lR6Z17TU75WkKG01Yc=,13,28,male,9,20110309,20170920
SAw1Zy5t/lQvvQ4Q7mzxbzDghOisTRKn3+Wc+NPflC0=,1,0,,7,20140606,20170930
BGrqaY1yM37j8ydHwU44l2SZqBh74Hy/ifqkTUhUOPI=,1,0,,7,20110907,20170924
bcMQarvs9GQpeh/qLnQQ6fqxxOTl8lqz7yo6ggmseUE=,4,17,female,9,20110301,20170716
kwld3LP3OUgjjA7wu/pRRex42PzvUcbYcwydWIPyhCQ=,22,20,male,3,20161108,20161115
t1ds2l5WFoR2XPqN4AC0OPirNsnphOHcAncM8MHZ47k=,11,18,female,3,20140329,20140405
1EWkWuqJSss26wISV+DtcTymbIgDFhYNWgqE+AiXmuw=,5,25,male,9,20060712,20171014
ciSdOMOlYjibkyCg0X5fuP0R/6V+FydR9IvVtYUh0bs=,1,0,,4,20160603,20160606
GXyBLtN5DlKZTAIwx5wNjvYVUGvULiGx5HnJX0HO3po=,1,0,,4,20170205,20170208
J+TSdwzWBpzRbqUoDDGQzz+P25ll0aWpFtnoMTzG0AM=,1,0,,4,20160831,20170610
UuWRWmcHaRLv5Q7SI1SK+XcBu5LAjo0r/bLDI4VCjLY=,13,21,female,7,20140909,20170617
892TqpArpazJmG65zAcJi/X1MtjyfXS8yvXBSN8SdbE=,6,19,male,3,20141006,20170617
FH0iFNYWxF0REEtebaIpizdgV78toopmKkUSDlFMQjU=,4,29,male,9,20140831,20170917
UFpv7qBflHKGlMpgdNhK8ZQOfgnAOx0FotGis3ij4lY=,1,0,,4,20161203,20161206
2JiMJCZ79ONyHsWMbRVmajBRWEJY/mi80/sIQ2gBsd8=,1,0,,4,20161215,20170613
kx3XFPU2Y3Fhlw+5EnimIp/+mMgFvWSExV1bg6PBeKg=,1,25,male,3,20141225,20150101
FJppumJ2//DwP+873wPo8psWlwRLrxmfNdRIPLCgH1E=,1,0,,7,20110831,20170908
lvSp1o4mnFdD1OuRi3ITX3tZZK86T2O0skCRYeJUwCw=,1,0,,7,20160331,20170930
PXFTOmDwEYghSvu6bs7Ryx2bj3ExMXxOucRfueciRss=,1,0,,4,20160825,20170611
1vgGxa74aSawgtQ1KrCVHQhIuAzmO88VdLkKzhYW4Z8=,1,0,,9,20150325,20160925
hm8SwkM+JD+riN2J2ZdGD7cnHA5CdjCMcViO/MA603I=,1,0,,7,20151107,20170612
1ApU854LiOZXLOd2TIjleUShyeJWGqhItxaVBzPlQMU=,14,18,female,9,20161130,20170918
OhE15B8+hW+RoxW2OAVpCBm4x40TfAOCOmIgDje4Caw=,1,0,,9,20120525,20180118
m49VtOqwwoxcTAingaYT/ysWirOQDAzWz2/qf+bL+fM=,15,33,male,9,20090326,20170406
V2XQUxlt2BSwFABKC9hBTSNy6UMk+Ia6AdtiUCaAZOk=,1,0,,7,20151010,20161214
SNHz6VL4WVQzQ/YNYPMCKGisid/y7my8DmVB6aC5/5g=,13,33,male,7,20100427,20170102
iAeamAbW6swKc9sStnSyN22+KOry+okE03l13ylvUrg=,13,35,male,7,20131109,20170710
SstNy34FGn5jbu8nyiD17rrSd7eKJNfSUMUvgNotpZs=,1,0,female,9,20150518,20160316
2H1oCE7ilMopj84fZYxcIapa5oucE7xyEEGRbaGaddA=,1,0,,7,20140719,20171005
2ho4X87S0z826+tsRAqMhH2DSmJRDG9SGXylnT4Lx0w=,13,32,male,3,20150513,20171114
hTagEkAMfVS5eiWQ3cuaqmmabqwHJG3HSfby3nemdWU=,4,24,female,4,20170205,20180328
wb1VTQe3B2T16wtuaU3AfzBta5zCIlm77cWdGvRLbic=,1,0,,4,20161212,20161215
cKcXiQGl7wmzmqTjg52hNkraYBEf9K6kA77PvuIpjaw=,1,0,,4,20161202,20161205
qPxOzG3BAjNVaw0P8NLM5YcPJc29S51L7U87GX5HUhM=,1,0,,4,20170220,20170223
kYs78L5/9UPzEUgkvGdTHp1QTBdC/WCX67b48SGdBZ4=,13,21,female,9,20111120,20170714
zuPj10AuXphNXyOudK145ZexguJ2gn7dYn90tXu94ZA=,13,29,female,9,20041025,20170930
nqlb7h/c9U8ZkuD6AHbzd8ggEAXiUNHzWs2CcGkqeaQ=,1,0,,4,20160531,20170817
boYnAja8RbyTmuyyVOY0Zw0fb2yvXOkV+BAHLJyeD+A=,13,32,female,7,20110404,20170924
0L5KPj8N6mNAjA9YF3vpUf7/AWuoQXGLQ1nnRLZjXzE=,13,17,female,3,20121219,20170609
ph1/0iDeAnXNyEuGASqhQAHuoOCH2/Bwt+IxQLRv5Sw=,1,0,,7,20101108,20171006
mgOPzIGCT26lYAJ5NogGw/xRofmVNoJ6YvT+jRxoSIc=,1,0,,7,20151125,20170930
B7h2cLrN4mDgYLEVoLG4iyvPekN6bme2B+1eGXOqHzY=,5,19,male,4,20161211,20171001
hZxkG5+O7RPNbG6EMlCSwZHv0MImQe7k+T5voc6cUQA=,4,28,male,4,20151216,20170615
U1cOrH103krQn4C488FiHMZKynfo1RGCv3lgPYGTN8Q=,1,0,,4,20151028,20151031
RM9xtWzucx7j1WFAoyCBL+Cs6h6jYlHgL8Sn1lUtLxQ=,1,0,,9,20151210,20170215
nl0ICpq9iwl+EE/FN0Wqb89hxdkmvKkWR7RMjd7Uav0=,5,28,female,3,20160327,20170708
6anPdQtxvhho+JudYOmnA1WFUv5VmjOJEwjhdYHWwQY=,1,0,,4,20170116,20170119
4yzzGrXfBoOAAOf2WLrKF0j2vHj4FUHbeSgTWCOOM/Q=,22,30,male,9,20100610,20180312
Kr3rDrFJp1YzOHY6qGljBkj+cz8T1c7hmT/KH6Ffuw8=,13,29,female,9,20051020,20170930
KiGqTgL66yG4Er2Y0y4UZV0Ih7q5J97h3m0uBf3p4QM=,1,0,,7,20120112,20170912
c+3fx9qIfPUI1te2o5rHI1c+hCyrbJMSAm1vdZOL3lM=,1,0,,7,20110910,20170711
cd2qike6E8mufcyckBflnIfSCdukXd5/j3FB0ZdX/Dw=,1,0,,7,20160125,20170930
hF9T51ugJmebUloXkLiHwzeO+dQvCS4ZPT39755fg40=,13,40,male,3,20130525,20170512
1YZuzAOYcD11z4rJpMNybIUqchZCBgYbD3zGWCHaTRI=,1,16,male,3,20160202,20170918
sglqinDsV5k4nweMkN868ilBw3v6SDV+YCUw0BCaWKA=,1,0,,9,20151027,20170810
TUjunAP18sY0I9BGR6F/GuHQMaAa7xNwIW9dI4jlLIg=,14,23,female,4,20160331,20160714
PqpWt7FyY7LUHVdrFveiVyR2F4MjzLdubM7mJCgN8mc=,1,0,,4,20151115,20171101
7aBEXdkv0wUgPnwDqYNSrvc7/GctrC7NYjhZz5z7Bzw=,1,0,,7,20150706,20171005
UFcuNKrdpC5WYOsrjjZRVUUoAL0wf1GUzmRyUV0Uq20=,4,24,male,9,20130419,20180115
l49SPru9KzNKnBIziaT8bLbSgkIaMiFIq4K1ixT7VF8=,1,0,,7,20150903,20170909
CpJvTEKW2m4dZzyDHWcP5S57RZoR7OUwdWmC+ujEOtM=,13,27,male,9,20131217,20170919
uwsHKLeI5AJ2+sRccPI9fWOFBzaeSlHR5wIbhOjg/Uc=,1,24,female,3,20161022,20161029
eV0Ti49hlCxMwGaExiylxwyLbwWKRNYiisfzJY37dj8=,1,0,,4,20161221,20170612
NoScjczEpR9ZAATN9Udu6Hf19N+RoYfLAE7ZvrnVb6Q=,1,0,,9,20130912,20171006
KkPIBceGSyv832hTJMiuaBsIF+B11YSa5R84NugeffM=,15,20,male,3,20150708,20170915
kPO1YhoZ/fMHaUI8b0ixnV0wcrFXvKa3ZwBYpeDUB4U=,5,22,male,3,20150629,20161126
T61ImDLmkF/b0rQqsVX2s/crJp3yaiioz9zgSCDnarM=,5,23,female,9,20141002,20171024
+3gBpPePZrN6rcFLhbho3OMn4voYic1DCunQpPnfjYA=,4,41,female,9,20100111,20170930
RcKU4kXS97bpCD6Am93IsLqA13QYtq22EDbQtuoWWsc=,1,0,,7,20161031,20170930
YBGBC7DCC6tjRh/myARiySg+3b6L56s0KgVUh8FBW4M=,1,0,,4,20161206,20161209
ieieLyfYpQtmWv5G251woOp3BePI6olJgKDF8bthYHg=,6,36,male,3,20150328,20170304
fMG4AaZOizCkbKlq+3PInJtVGmaqsxRWnK8HUT8iVD4=,1,0,,7,20160203,20171003
/QFJ8vNxvFcL+H8W5F84MVmsBJDkB6WXK758+gOgM5g=,1,0,,7,20130710,20170910
9pHTC0pjy4T82Fe7cgn+lspgGLxNBNQ351d3bUy7r6Y=,4,25,female,3,20120802,20171010
ZtloPoabfV5m+hswQ0O7YYIiD/96U0zMDG5DqXIlZe0=,1,0,,4,20160310,20160720
RxFRiv9sWnrCD0yPFQYfvrSgwAnZ4cx0CbwxEg5BFMc=,1,0,,9,20141227,20170225
7jfFKJCq57gxWglOSEM/xww8F9b7zlTUobihhdvMkHo=,1,0,,4,20160416,20160419
gWVBUoZDQBhJv7/8a05bJ8FDVLN9loEKlF161oaC4PY=,5,0,male,4,20160206,20171125
gBF3aEV0nLocU+1Y35jE5leLr5U3M0zhmDxV/O1rZYI=,1,0,,7,20110810,20171004
Dbz/kc82iyahMcrSrMtHkghgKNheXaksKHiCCdld9R4=,4,30,male,9,20051026,20170930
Q1NfQRofTWvouZS878UP+4Hw9wu68iix9axWdhG4oBQ=,1,0,,4,20161107,20161114
5pr+x566HOsYLEv4ouZ5cEHFFwBB74xaFbExdPGJ6b0=,5,38,female,9,20070128,20180628
VLUEwhSEW4yeP+F0kXP/RnwSRLeuq6866cjcmXnlvds=,1,29,female,4,20160220,20160326
7E6gHavKCm/LthTmUskGdHSegR5uMQOo/EauAMtJYCw=,1,0,,7,20160112,20170912
dDwLbnirrDGm52gXj7pdia2mkYpdF9w3vncRStQgQSA=,1,0,,4,20170214,20170217
ZIeUVCALCSnLCbaInAX0IvAkF/QFsbInl1DbGKwvJmg=,13,49,female,3,20151106,20171004
hvNvj0upPxo5kbVf3p3w1IN+beZFPAkquGN5PnlWdT8=,13,36,female,9,20100127,20180422
yKZYRmXVDBPb9S9dAWrGP0PDxPzJm1tay0ZKSStnbQs=,1,0,,7,20160810,20170909
lQWlDpvSuxH3HGxqp8v3B71Du6GYBgnF+FMPPuU4ulk=,14,18,female,4,20170125,20170129
mXbap91HsHtU0+r2Hu0nlzLSUDZNwJT9Ei6y3l5sYIY=,5,16,female,4,20151106,20170830
7oul1ZOiU4Iv+PtAjMl+U99XH/73zpbgA7+Yu04/38Y=,5,0,,4,20151213,20170708
HbxSG1YtXN2SrWPZUAYuvMiME09sYS+qO+nlYI+xJVY=,1,0,,4,20170103,20170106
WfxE14diwAZYHp9yanIwnDgufNlmvfAcvMgdkT/J4Hk=,1,0,,9,20150331,20170811
pxH9fmKZY1JSbFrAPLTtuC31kb4uWW6aSD7AUSe+jz0=,18,36,male,9,20041019,20170930
b3XQ8SDQseU0jvwhHBQceVrFEHmvNl+N4+zJcIgR5GQ=,5,46,female,9,20090128,20170930
kpvjEFvtOQ5IeX7GhIFHha7Do3EjbUGcceFVyu+F8YE=,10,30,female,9,20110423,20170812
2Z8SMXe8tiM3Tg13NnmqnCldOP7X3vxHLE5yV57+i98=,1,0,,7,20150322,20171002
uEhT4FHNuiJIq27C+uRCkIBfzlKEohx0K9kkstUiCps=,13,19,male,9,20150619,20180217
SlRse8pAB6zr7BhFvs49v+fIweKtx+NZFFQ8+kSxZmc=,4,26,male,4,20160304,20170123
wOO9g6iotyWEQsr2uVOytOVbsO3Ia+JujG5m2sYNaIs=,1,0,,7,20150704,20170605
bJ1a/UQxdrNsUSM5ggKadb5XIjhoNEGwcnxgoZefr2I=,4,26,female,3,20120801,20171005
A5m31zr/wKZqrZV3OEHbCj796MiOdU7a0NoEgGPpclg=,4,28,female,9,20130806,20170112
GaHgJKbfmHlv68gyFmDP1RhnYl2hhUQ1G+89S0Pzb0w=,6,21,male,3,20140121,20170930
7F9lJDdyl/JfQjWiFtHmhhWy/g4IqwIjL2LzECPDfjo=,1,0,male,7,20110126,20170331
JdTmma4GxKesBf/q1IsgVhqvodkJFQT0+4cJ+4A5+g0=,1,0,,7,20140527,20170305
tQF4buAjcVffCuUyLBM+n7G5IPDkW5LssDKLjyBfMVw=,1,0,,7,20160624,20170924
SxSl00eDBKE8eJkaJefyolWtk+7BBQaK38qNUPMa6IY=,1,0,,4,20160923,20170616
h6RqApP/THtjalrxdpf7Gh2GfRmPGoF2eqimX/Z4fW8=,1,0,,7,20121130,20170911
PWFta+8zZtg/MYPcwtPatm+SCWU5DxdO64oRmvdl0gg=,4,40,male,3,20140411,20170915
8nmYUcO4tgoLOn0hTYXVb1WZdrCUPZLbcHUSZTnCNHg=,1,0,,4,20170127,20170130
NRpZJofoqaVWiLKwBlGSRdrOpDt4+X5SPZj5hPl8asY=,1,0,,7,20131116,20170915
AK7Mw7KZeMYkUhRYwVYDiMOb3bNBsYL7w9dmmwNP5fA=,9,0,,3,20131216,20160908
